Country,Sex,Age_Group,Income,Happiness,Mental_Health,Enrollment,Unemployment,Decriminalization,Imprisonment days,Drug law offences,Number of sites with NSP,Total Direct Expenditure,Risk
Belgium,1,11,55192,67,50,0,7,1.0,0,52262.0,70,139.0,1.5397873903236785e-05
Belgium,1,11,48599,68,51,0,5,1.0,0,52262.0,70,139.0,0.0001606214387938
Finland,1,11,30719,69,53,83,15,0.0,180,27990.0,71,76.2,0.7041154956399113
Finland,1,11,33923,68,53,84,14,0.0,180,27990.0,71,76.2,0.7516769442495609
Finland,1,11,29185,70,53,84,13,0.0,180,27990.0,71,76.2,0.6667453612953735
Finland,1,11,20557,70,51,86,11,0.0,180,27990.0,71,76.2,1.4226517060012152
Finland,1,11,31101,69,53,89,11,0.0,180,27990.0,71,76.2,2.448989676511594
Finland,1,11,26690,69,50,90,10,0.0,180,27990.0,71,76.2,0.1960082247663492
Finland,1,11,32377,70,49,90,10,0.0,180,27990.0,71,76.2,0.7210867905657027
Finland,1,11,53996,69,49,91,10,0.0,180,27990.0,71,76.2,0.8547009650310083
Finland,1,11,48429,76,49,77,10,0.0,180,27990.0,71,76.2,0.4255647356541956
Finland,1,11,48022,68,48,77,8,0.0,180,27990.0,71,76.2,0.0
Finland,1,11,36455,78,49,78,7,0.0,180,27990.0,71,76.2,9.015287724718222e-09
Finland,1,11,18866,70,48,78,6,0.0,180,27990.0,71,76.2,0.9882349439035856
Finland,1,11,60429,74,48,77,6,0.0,180,27990.0,71,76.2,1.304353432044629
Finland,1,11,23710,73,54,77,8,0.0,180,27990.0,71,76.2,0.8196930152406019
Finland,1,11,37390,74,53,77,8,0.0,180,27990.0,71,76.2,0.5640910782967062
Finland,1,11,24432,73,51,76,7,0.0,180,27990.0,71,76.2,0.2057336508858711
Finland,1,11,33684,73,50,75,7,0.0,180,27990.0,71,76.2,0.6300217653081388
Finland,1,11,29081,75,49,97,8,0.0,180,27990.0,71,76.2,1.9076993617103768e-05
Finland,1,11,55036,77,52,97,8,0.0,180,27990.0,71,76.2,0.6380672237019727
Finland,1,11,49724,77,49,0,9,0.0,180,27990.0,71,76.2,1.111172334521832
Finland,1,11,32819,77,48,0,8,0.0,180,27990.0,71,76.2,1.9420847928658824
Finland,1,11,40044,76,47,0,8,0.0,180,27990.0,71,76.2,0.970851575748432
Finland,1,11,27625,79,49,0,7,0.0,180,27990.0,71,76.2,2.2842443929863974
Finland,1,11,53791,78,48,0,6,0.0,180,27990.0,71,76.2,0.6755663143144752
Finland,1,11,56196,77,39,0,7,0.0,180,27990.0,71,76.2,1.7622807502752245
France,1,11,22612,66,72,87,10,0.0,365,352473.0,500,205.8,4.5196390769099695e-05
France,1,11,28098,71,73,87,8,0.0,365,352473.0,500,205.8,0.0
France,1,11,36423,69,72,86,8,0.0,365,352473.0,500,205.8,6.567989615573091e-05
France,1,11,22609,70,72,86,8,0.0,365,352473.0,500,205.8,0.0
France,1,11,33487,65,70,86,8,0.0,365,352473.0,500,205.8,7.264867906553046e-05
France,1,11,29514,69,71,89,8,0.0,365,352473.0,500,205.8,0.0
France,1,11,25931,69,70,88,8,0.0,365,352473.0,500,205.8,0.0001425921830111
France,1,11,39841,63,69,88,7,0.0,365,352473.0,500,205.8,0.0217307869284659
France,1,11,29152,68,71,87,7,0.0,365,352473.0,500,205.8,0.0
France,1,11,29254,69,68,86,8,0.0,365,352473.0,500,205.8,0.0
France,1,11,37549,67,68,87,8,0.0,365,352473.0,500,205.8,0.0
France,1,11,49395,67,67,87,8,0.0,365,352473.0,500,205.8,0.0231760635697911
France,1,11,8744,65,67,87,9,0.0,365,352473.0,500,205.8,4.927243045361486e-05
France,1,11,42949,66,68,87,9,0.0,365,352473.0,500,205.8,5.522186695147538e-05
France,1,11,43477,64,68,88,10,0.0,365,352473.0,500,205.8,0.0
France,1,11,25457,66,66,0,10,0.0,365,352473.0,500,205.8,3.233908204527435e-05
France,1,11,49679,64,66,0,10,0.0,365,352473.0,500,205.8,0.0001070858414086
France,1,11,47119,67,66,0,9,0.0,365,352473.0,500,205.8,4.904081538098829e-05
Germany,1,11,37414,70,44,97,9,1.0,0,375379.0,349,343.2,0.0001675177358854
Germany,1,11,37731,69,46,98,8,1.0,0,375379.0,349,343.2,0.0
Germany,1,11,24614,68,45,99,7,1.0,0,375379.0,349,343.2,1.905586786550129e-05
Germany,1,11,33655,68,46,100,7,1.0,0,375379.0,349,343.2,0.0
Germany,1,11,44565,72,47,100,8,1.0,0,375379.0,349,343.2,0.0
Germany,1,11,31611,64,47,100,9,1.0,0,375379.0,349,343.2,0.0203528952370006
Germany,1,11,41479,69,48,100,10,1.0,0,375379.0,349,343.2,0.0
Germany,1,11,64273,65,48,99,11,1.0,0,375379.0,349,343.2,0.0224511659406488
Germany,1,11,38915,66,51,98,10,1.0,0,375379.0,349,343.2,0.0
Germany,1,11,19460,65,48,95,8,1.0,0,375379.0,349,343.2,8.051773016316021e-05
Germany,1,11,30356,66,50,94,7,1.0,0,375379.0,349,343.2,0.0457931048044357
Germany,1,11,40986,65,51,92,7,1.0,0,375379.0,349,343.2,0.0
Germany,1,11,60373,66,52,92,6,1.0,0,375379.0,349,343.2,0.0226817549862111
Germany,1,11,13682,68,53,90,5,1.0,0,375379.0,349,343.2,0.0
Germany,1,11,41829,71,51,88,5,1.0,0,375379.0,349,343.2,0.0
Germany,1,11,18854,70,51,87,5,1.0,0,375379.0,349,343.2,0.0001376883369112
Germany,1,11,68315,66,51,86,4,1.0,0,375379.0,349,343.2,0.0
Germany,1,11,36734,72,51,0,4,1.0,0,375379.0,349,343.2,0.0
Germany,1,11,41081,70,50,0,4,1.0,0,375379.0,349,343.2,0.0
Germany,1,11,61501,70,49,0,3,1.0,0,375379.0,349,343.2,0.0001168555854138
Germany,1,11,46964,73,51,0,3,1.0,0,375379.0,349,343.2,0.0272265742974769
Germany,1,11,36599,71,49,0,3,1.0,0,375379.0,349,343.2,1.395570898759758e-05
Germany,1,11,43511,69,39,0,3,1.0,0,375379.0,349,343.2,0.0298921003872965
Hungary,1,11,14612,69,17,100,10,0.0,730,7504.0,33,5.4,0.0
Hungary,1,11,14492,69,17,100,8,0.0,730,7504.0,33,5.4,0.0
Hungary,1,11,24124,69,15,100,8,0.0,730,7504.0,33,5.4,0.0
Hungary,1,11,18855,69,15,100,6,0.0,730,7504.0,33,5.4,0.0001339422826468
Hungary,1,11,21221,70,14,100,5,0.0,730,7504.0,33,5.4,6.138272662033209e-05
Hungary,1,11,16453,69,17,100,5,0.0,730,7504.0,33,5.4,0.0
Hungary,1,11,26295,52,14,100,5,0.0,730,7504.0,33,5.4,0.0
Hungary,1,11,18646,67,14,99,5,0.0,730,7504.0,33,5.4,0.0
Hungary,1,11,15948,48,16,99,7,0.0,730,7504.0,33,5.4,0.0
Hungary,1,11,30569,70,12,98,7,0.0,730,7504.0,33,5.4,0.0001169988912907
Hungary,1,11,28144,48,16,97,7,0.0,730,7504.0,33,5.4,4.77014312237492e-05
Hungary,1,11,19892,46,13,95,7,0.0,730,7504.0,33,5.4,0.0
Hungary,1,11,25603,50,13,94,10,0.0,730,7504.0,33,5.4,0.0
Hungary,1,11,18749,46,15,93,11,0.0,730,7504.0,33,5.4,0.0
Hungary,1,11,16809,48,14,91,11,0.0,730,7504.0,33,5.4,0.0
Hungary,1,11,22001,51,13,92,10,0.0,730,7504.0,33,5.4,2.51938116245571e-05
Hungary,1,11,29249,54,12,88,7,0.0,730,7504.0,33,5.4,0.0001119690851604
Hungary,1,11,42094,60,13,0,6,0.0,730,7504.0,33,5.4,0.0
Hungary,1,11,32593,60,13,0,5,0.0,730,7504.0,33,5.4,0.0001633437525167
Hungary,1,11,26175,58,13,0,4,0.0,730,7504.0,33,5.4,0.0001895640463932
Hungary,1,11,29528,58,9,0,3,0.0,730,7504.0,33,5.4,3.655083136099144e-05
Hungary,1,11,27530,60,13,0,3,0.0,730,7504.0,33,5.4,0.0
Italy,1,11,51134,68,48,76,8,1.0,0,61997.0,137,278.5,0.0
Italy,1,11,18663,70,47,75,7,1.0,0,61997.0,137,278.5,9.9851121177538e-05
Italy,1,11,46663,64,46,75,7,1.0,0,61997.0,137,278.5,0.0
Italy,1,11,47351,67,46,76,6,1.0,0,61997.0,137,278.5,2.947431401293908e-05
Italy,1,11,54505,65,47,76,6,1.0,0,61997.0,137,278.5,3.779307691301946e-05
Italy,1,11,59047,62,48,76,6,1.0,0,61997.0,137,278.5,7.335236564533433e-06
Italy,1,11,49881,62,49,76,7,1.0,0,61997.0,137,278.5,0.0
Italy,1,11,33505,58,50,77,8,1.0,0,61997.0,137,278.5,8.881894195527106e-05
Italy,1,11,21939,59,49,77,8,1.0,0,61997.0,137,278.5,0.0
Italy,1,11,30877,62,50,76,10,1.0,0,61997.0,137,278.5,0.0001275500633728
Italy,1,11,23946,57,50,77,12,1.0,0,61997.0,137,278.5,0.0
Italy,1,11,25828,59,51,77,12,1.0,0,61997.0,137,278.5,0.0
Italy,1,11,45624,63,50,0,11,1.0,0,61997.0,137,278.5,0.0001383215519214
Italy,1,11,36617,65,51,0,11,1.0,0,61997.0,137,278.5,3.890063824823912e-05
Italy,1,11,34167,63,50,0,11,1.0,0,61997.0,137,278.5,9.51732065542699e-05
Italy,1,11,47229,67,48,0,10,1.0,0,61997.0,137,278.5,0.0
Italy,1,11,20576,65,51,0,9,1.0,0,61997.0,137,278.5,0.0
Lithuania,1,11,8480,70,35,100,13,0.5,0,3013.0,12,4.7,0.0979392735203598
Lithuania,1,11,8721,69,36,100,13,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,11,14206,71,38,100,15,0.5,0,3013.0,12,4.7,0.0002098653870833
Lithuania,1,11,16586,70,37,100,16,0.5,0,3013.0,12,4.7,8.593375714445272e-05
Lithuania,1,11,13187,70,34,100,13,0.5,0,3013.0,12,4.7,1.4103576906406683e-05
Lithuania,1,11,11697,70,36,100,12,0.5,0,3013.0,12,4.7,0.1210409031499964
Lithuania,1,11,24656,60,36,100,10,0.5,0,3013.0,12,4.7,0.000127182197565
Lithuania,1,11,23583,58,34,100,8,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,11,22544,55,34,100,5,0.5,0,3013.0,12,4.7,0.0001050345750397
Lithuania,1,11,16501,54,32,100,4,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,11,7493,51,34,100,5,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,11,27030,53,33,100,13,0.5,0,3013.0,12,4.7,7.677250753381169e-05
Lithuania,1,11,15191,56,33,100,17,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,11,28466,56,32,100,15,0.5,0,3013.0,12,4.7,8.839751705787552e-05
Lithuania,1,11,33300,61,35,100,13,0.5,0,3013.0,12,4.7,6.101269620397407e-08
Lithuania,1,11,28630,56,31,100,11,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,11,33086,60,32,99,10,0.5,0,3013.0,12,4.7,0.0002458375604691
Lithuania,1,11,38477,64,31,0,9,0.5,0,3013.0,12,4.7,0.0001242959952172
Lithuania,1,11,32394,62,32,0,7,0.5,0,3013.0,12,4.7,3.654468765397415e-05
Lithuania,1,11,35937,62,33,0,6,0.5,0,3013.0,12,4.7,0.0
Lithuania,1,11,37564,63,31,0,6,0.5,0,3013.0,12,4.7,5.375849712806952e-05
Lithuania,1,11,29526,67,41,0,7,0.5,0,3013.0,12,4.7,0.0
Netherlands,1,11,47913,69,67,84,6,1.0,0,18695.0,100,287.9,0.136596331366846
Netherlands,1,11,34761,70,65,81,5,1.0,0,18695.0,100,287.9,1.1945753045110357e-06
Netherlands,1,11,43381,70,66,80,4,1.0,0,18695.0,100,287.9,0.0772457820931114
Netherlands,1,11,37259,68,67,78,3,1.0,0,18695.0,100,287.9,7.37578065271022e-05
Netherlands,1,11,18942,68,65,79,2,1.0,0,18695.0,100,287.9,4.3733737947407645e-05
Netherlands,1,11,21395,69,65,80,2,1.0,0,18695.0,100,287.9,0.0001528206934434
Netherlands,1,11,37907,69,66,80,2,1.0,0,18695.0,100,287.9,4.4615544891913104e-05
Netherlands,1,11,46076,75,61,81,3,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,11,70335,70,61,80,4,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,11,44499,74,60,80,5,1.0,0,18695.0,100,287.9,8.440494947861873e-05
Netherlands,1,11,70031,77,62,81,5,1.0,0,18695.0,100,287.9,6.301331780873857e-05
Netherlands,1,11,48519,69,62,82,4,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,11,51160,75,61,83,3,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,11,39555,74,61,83,4,1.0,0,18695.0,100,287.9,2.3769254809569483e-05
Netherlands,1,11,61715,73,61,84,4,1.0,0,18695.0,100,287.9,0.0001727245780648
Netherlands,1,11,52484,74,64,88,4,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,11,48121,70,64,88,5,1.0,0,18695.0,100,287.9,0.0001253217138978
Netherlands,1,11,64248,74,65,90,7,1.0,0,18695.0,100,287.9,0.0001828342943187
Netherlands,1,11,49799,76,65,90,7,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,11,51884,76,66,0,6,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,11,43526,76,67,0,6,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,11,63208,73,64,0,4,1.0,0,18695.0,100,287.9,3.921008211716116e-05
Netherlands,1,11,44632,75,65,0,3,1.0,0,18695.0,100,287.9,3.0261203890474617e-05
Netherlands,1,11,45711,74,66,0,3,1.0,0,18695.0,100,287.9,0.0
Netherlands,1,11,46596,75,40,0,3,1.0,0,18695.0,100,287.9,3.70282006527147e-05
Norway,1,11,54899,69,63,67,5,0.0,180,17518.0,1,224.9,0.0
Norway,1,11,60134,70,58,68,4,0.0,180,17518.0,1,224.9,1.2108070523563118e-05
Norway,1,11,61179,69,59,68,3,0.0,180,17518.0,1,224.9,0.0
Norway,1,11,60259,68,56,70,3,0.0,180,17518.0,1,224.9,0.0
Norway,1,11,49574,69,59,69,3,0.0,180,17518.0,1,224.9,1.3751841846238672e-05
Norway,1,11,45340,69,57,68,3,0.0,180,17518.0,1,224.9,3.761053958621373e-05
Norway,1,11,76587,69,57,69,4,0.0,180,17518.0,1,224.9,0.0001088529947371
Norway,1,11,58269,69,61,71,4,0.0,180,17518.0,1,224.9,0.0
Norway,1,11,70275,74,59,74,4,0.0,180,17518.0,1,224.9,0.0
Norway,1,11,61620,71,60,74,4,0.0,180,17518.0,1,224.9,0.0
Norway,1,11,84510,77,59,76,3,0.0,180,17518.0,1,224.9,0.0
Norway,1,11,51935,70,58,78,2,0.0,180,17518.0,1,224.9,2.933971788044953e-05
Norway,1,11,88788,70,60,78,2,0.0,180,17518.0,1,224.9,0.000129195033766
Norway,1,11,73133,69,58,79,3,0.0,180,17518.0,1,224.9,0.0
Norway,1,11,63140,77,58,80,3,0.0,180,17518.0,1,224.9,1.090106221270628e-05
Norway,1,11,61370,70,58,81,3,0.0,180,17518.0,1,224.9,3.005948614368515e-05
Norway,1,11,65964,74,58,80,3,0.0,180,17518.0,1,224.9,0.0
Norway,1,11,61453,75,60,82,3,0.0,180,17518.0,1,224.9,2.536826567852214e-05
Norway,1,11,38866,78,59,81,3,0.0,180,17518.0,1,224.9,0.0
Norway,1,11,58300,75,57,0,4,0.0,180,17518.0,1,224.9,0.0
Norway,1,11,34010,74,59,0,4,0.0,180,17518.0,1,224.9,0.0
Portugal,1,11,20946,69,90,77,4,0.8,0,8308.0,252,71.7,0.1202792911037097
Portugal,1,11,18075,69,86,74,6,0.8,0,8308.0,252,71.7,0.0638664140286909
Portugal,1,11,15837,70,88,65,7,0.8,0,8308.0,252,71.7,0.0
Portugal,1,11,34383,68,87,66,7,0.8,0,8308.0,252,71.7,0.0001439397146297
Portugal,1,11,40673,49,88,67,7,0.8,0,8308.0,252,71.7,0.0
Portugal,1,11,33511,54,90,68,9,0.8,0,8308.0,252,71.7,4.309591170225406e-05
Portugal,1,11,38649,51,87,69,10,0.8,0,8308.0,252,71.7,7.006548970122811e-05
Portugal,1,11,37276,50,88,70,12,0.8,0,8308.0,252,71.7,4.940301380501779e-05
Portugal,1,11,15486,52,85,71,15,0.8,0,8308.0,252,71.7,0.0
Portugal,1,11,23038,52,84,77,16,0.8,0,8308.0,252,71.7,0.0
Portugal,1,11,10021,54,84,74,13,0.8,0,8308.0,252,71.7,0.0
Portugal,1,11,22696,56,81,0,12,0.8,0,8308.0,252,71.7,8.673462343777429e-05
Portugal,1,11,26038,58,84,0,11,0.8,0,8308.0,252,71.7,0.0001414031092845
Portugal,1,11,11962,61,85,0,8,0.8,0,8308.0,252,71.7,0.0
Portugal,1,11,28681,57,84,0,6,0.8,0,8308.0,252,71.7,0.0
Portugal,1,11,48452,57,85,0,6,0.8,0,8308.0,252,71.7,0.0
Sweden,1,11,48629,69,53,80,10,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,11,33481,70,53,89,8,0.0,1095,118105.0,27,62.5,0.0001023259961147
Sweden,1,11,42756,70,53,91,7,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,11,36619,70,54,90,5,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,11,45449,70,54,89,4,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,11,21250,69,54,90,4,0.0,1095,118105.0,27,62.5,4.760259370493847e-05
Sweden,1,11,43370,74,53,88,5,0.0,1095,118105.0,27,62.5,0.0001505101235196
Sweden,1,11,31740,69,56,68,6,0.0,1095,118105.0,27,62.5,0.0002316382275322
Sweden,1,11,50242,71,53,71,7,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,11,46972,75,51,72,7,0.0,1095,118105.0,27,62.5,7.251957921946604e-05
Sweden,1,11,40018,71,52,73,6,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,11,28794,74,54,73,6,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,11,20942,75,53,72,8,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,11,44643,75,54,70,8,0.0,1095,118105.0,27,62.5,3.479428327224548e-05
Sweden,1,11,47041,75,52,67,7,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,11,71400,72,52,65,7,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,11,44595,71,55,81,8,0.0,1095,118105.0,27,62.5,0.1462188712487401
Sweden,1,11,42289,71,52,79,7,0.0,1095,118105.0,27,62.5,0.0
Sweden,1,11,42861,73,52,0,7,0.0,1095,118105.0,27,62.5,0.0001537447939215
Sweden,1,11,43340,73,53,0,6,0.0,1095,118105.0,27,62.5,0.0001566878842885
Sweden,1,11,43229,76,53,0,6,0.0,1095,118105.0,27,62.5,5.657530802980608e-05
Sweden,1,11,53706,73,52,0,6,0.0,1095,118105.0,27,62.5,4.260879429422022e-05
Belgium,1,12,36950,70,45,80,9,1.0,0,52262.0,70,139.0,0.512445045179284
Belgium,1,12,33223,69,46,89,8,1.0,0,52262.0,70,139.0,1.624943591439416
Belgium,1,12,36343,69,47,91,6,1.0,0,52262.0,70,139.0,4.332339350195026e-06
Belgium,1,12,29902,70,46,97,6,1.0,0,52262.0,70,139.0,0.0
Belgium,1,12,14690,68,47,99,6,1.0,0,52262.0,70,139.0,0.0001319840916857
Belgium,1,12,33368,71,46,100,7,1.0,0,52262.0,70,139.0,0.0
Belgium,1,12,39163,69,46,69,7,1.0,0,52262.0,70,139.0,0.0
Belgium,1,12,26697,71,49,70,8,1.0,0,52262.0,70,139.0,8.857001506263126e-05
Belgium,1,12,50602,72,47,71,8,1.0,0,52262.0,70,139.0,0.0
Belgium,1,12,40253,69,49,71,7,1.0,0,52262.0,70,139.0,0.0
Belgium,1,12,45548,68,50,70,6,1.0,0,52262.0,70,139.0,0.0
Belgium,1,12,44946,71,51,70,7,1.0,0,52262.0,70,139.0,0.0
Belgium,1,12,40565,69,50,69,8,1.0,0,52262.0,70,139.0,0.0
Belgium,1,12,42346,70,50,69,7,1.0,0,52262.0,70,139.0,0.0
Belgium,1,12,37265,67,50,68,7,1.0,0,52262.0,70,139.0,0.0
Belgium,1,12,38089,70,48,100,8,1.0,0,52262.0,70,139.0,0.0001406891955433
Belgium,1,12,40703,67,51,100,8,1.0,0,52262.0,70,139.0,0.0001231304277207
Belgium,1,12,51580,70,50,0,8,1.0,0,52262.0,70,139.0,0.0
Belgium,1,12,39184,70,49,0,7,1.0,0,52262.0,70,139.0,9.71852003786924e-05
Belgium,1,12,35154,68,50,0,7,1.0,0,52262.0,70,139.0,0.1176956298826399
Belgium,1,12,59604,69,48,0,5,1.0,0,52262.0,70,139.0,0.0
Finland,1,12,50605,69,55,83,15,0.0,180,27990.0,71,76.2,0.1244860419127008
Finland,1,12,30253,69,52,84,14,0.0,180,27990.0,71,76.2,0.2778876332354223
Finland,1,12,27118,69,52,84,13,0.0,180,27990.0,71,76.2,0.2645837868631558
Finland,1,12,27398,70,54,86,11,0.0,180,27990.0,71,76.2,0.8219548744278669
Finland,1,12,48012,69,55,89,11,0.0,180,27990.0,71,76.2,0.9696810762417736
Finland,1,12,15522,69,52,90,10,0.0,180,27990.0,71,76.2,0.6135078797663502
Finland,1,12,44485,70,52,90,10,0.0,180,27990.0,71,76.2,0.3105060334433988
Finland,1,12,22126,69,51,91,10,0.0,180,27990.0,71,76.2,0.8162071425553161
Finland,1,12,23734,76,48,77,10,0.0,180,27990.0,71,76.2,0.4115549485358539
Finland,1,12,46800,70,48,77,8,0.0,180,27990.0,71,76.2,0.3773118356956838
Finland,1,12,33319,77,50,78,7,0.0,180,27990.0,71,76.2,0.1953404910269493
Finland,1,12,52182,71,49,78,6,0.0,180,27990.0,71,76.2,0.1811179739046179
Finland,1,12,44301,72,50,77,6,0.0,180,27990.0,71,76.2,2.2804475756094748e-05
Finland,1,12,49106,72,51,77,8,0.0,180,27990.0,71,76.2,0.647167484149138
Finland,1,12,22334,75,53,77,8,0.0,180,27990.0,71,76.2,0.1823808778509031
Finland,1,12,41939,73,54,76,7,0.0,180,27990.0,71,76.2,0.1879864519777972
Finland,1,12,50690,71,51,75,7,0.0,180,27990.0,71,76.2,1.5936622273779688
Finland,1,12,39664,74,50,97,8,0.0,180,27990.0,71,76.2,0.7141451090976357
Finland,1,12,30672,77,51,97,8,0.0,180,27990.0,71,76.2,0.3906245703179963
Finland,1,12,24661,77,49,0,9,0.0,180,27990.0,71,76.2,0.8298644807571418
Finland,1,12,55062,78,49,0,8,0.0,180,27990.0,71,76.2,0.423723707422266
Finland,1,12,39816,77,47,0,8,0.0,180,27990.0,71,76.2,0.387441272316071
Finland,1,12,32006,77,49,0,7,0.0,180,27990.0,71,76.2,1.508696838977158
Finland,1,12,57261,79,50,0,6,0.0,180,27990.0,71,76.2,1.6736906672345897
Finland,1,12,46834,80,38,0,7,0.0,180,27990.0,71,76.2,1.2658281649444043
France,1,12,32548,71,72,87,10,0.0,365,352473.0,500,205.8,0.0
France,1,12,44648,69,71,87,8,0.0,365,352473.0,500,205.8,0.0131764059605812
France,1,12,43427,69,72,86,8,0.0,365,352473.0,500,205.8,4.9115554014031774e-05
France,1,12,15018,71,72,86,8,0.0,365,352473.0,500,205.8,0.0134787953721662
France,1,12,28331,66,70,86,8,0.0,365,352473.0,500,205.8,0.0
France,1,12,31637,69,72,89,8,0.0,365,352473.0,500,205.8,0.0150514159889779
France,1,12,20988,69,70,88,8,0.0,365,352473.0,500,205.8,0.0163138711433543
France,1,12,32145,62,71,88,7,0.0,365,352473.0,500,205.8,0.0180371702589871
France,1,12,41452,67,69,87,7,0.0,365,352473.0,500,205.8,0.0
France,1,12,43027,70,68,86,8,0.0,365,352473.0,500,205.8,2.6190742364259165e-05
France,1,12,41016,67,66,87,8,0.0,365,352473.0,500,205.8,0.0192075677265321
France,1,12,46508,69,67,87,8,0.0,365,352473.0,500,205.8,0.0
France,1,12,38368,65,67,87,9,0.0,365,352473.0,500,205.8,0.0
France,1,12,48331,62,67,87,9,0.0,365,352473.0,500,205.8,0.0
France,1,12,31628,64,66,88,10,0.0,365,352473.0,500,205.8,0.0002179173884629
France,1,12,41286,64,66,0,10,0.0,365,352473.0,500,205.8,0.0
France,1,12,45326,68,66,0,10,0.0,365,352473.0,500,205.8,7.742195902394083e-05
France,1,12,35850,69,68,0,9,0.0,365,352473.0,500,205.8,0.0
Germany,1,12,54454,70,46,97,9,1.0,0,375379.0,349,343.2,5.569420071304373e-05
Germany,1,12,43628,71,46,98,8,1.0,0,375379.0,349,343.2,0.0100278803002794
Germany,1,12,61437,68,46,99,7,1.0,0,375379.0,349,343.2,8.356439293318154e-05
Germany,1,12,35516,68,45,100,7,1.0,0,375379.0,349,343.2,0.0119037128046461
Germany,1,12,36960,69,47,100,8,1.0,0,375379.0,349,343.2,0.0001666987290915
Germany,1,12,54457,65,48,100,9,1.0,0,375379.0,349,343.2,0.0
Germany,1,12,59548,70,48,100,10,1.0,0,375379.0,349,343.2,0.0153909371138438
Germany,1,12,37260,64,49,99,11,1.0,0,375379.0,349,343.2,1.5208033855990493e-05
Germany,1,12,69424,63,50,98,10,1.0,0,375379.0,349,343.2,1.396661410725852e-05
Germany,1,12,61871,66,50,95,8,1.0,0,375379.0,349,343.2,3.855021336908757e-06
Germany,1,12,25970,68,51,94,7,1.0,0,375379.0,349,343.2,0.0
Germany,1,12,20771,66,50,92,7,1.0,0,375379.0,349,343.2,0.0
Germany,1,12,60930,65,50,92,6,1.0,0,375379.0,349,343.2,0.0
Germany,1,12,68567,69,51,90,5,1.0,0,375379.0,349,343.2,4.86300125832095e-05
Germany,1,12,26941,68,52,88,5,1.0,0,375379.0,349,343.2,0.0
Germany,1,12,44836,68,50,87,5,1.0,0,375379.0,349,343.2,0.0
Germany,1,12,40470,68,52,86,4,1.0,0,375379.0,349,343.2,0.0
Germany,1,12,45746,71,50,0,4,1.0,0,375379.0,349,343.2,0.0
Germany,1,12,27743,72,51,0,4,1.0,0,375379.0,349,343.2,0.0
Germany,1,12,42483,70,50,0,3,1.0,0,375379.0,349,343.2,5.5921039768618414e-05
Germany,1,12,58499,73,51,0,3,1.0,0,375379.0,349,343.2,7.95871850861673e-05
Germany,1,12,69921,71,50,0,3,1.0,0,375379.0,349,343.2,0.0
Germany,1,12,30784,71,41,0,3,1.0,0,375379.0,349,343.2,1.4977217052771324e-05
Hungary,1,12,19428,69,18,100,10,0.0,730,7504.0,33,5.4,2.569735237484144e-05
Hungary,1,12,10749,70,17,100,8,0.0,730,7504.0,33,5.4,9.610961133344208e-05
Hungary,1,12,14304,69,14,100,8,0.0,730,7504.0,33,5.4,0.0
Hungary,1,12,17788,69,18,100,6,0.0,730,7504.0,33,5.4,1.4784477637469824e-05
Hungary,1,12,21692,68,16,100,5,0.0,730,7504.0,33,5.4,0.0
Hungary,1,12,22241,69,15,100,5,0.0,730,7504.0,33,5.4,5.029418990055262e-05
Hungary,1,12,21554,53,12,100,5,0.0,730,7504.0,33,5.4,8.919714267717242e-05
Hungary,1,12,31752,69,16,99,5,0.0,730,7504.0,33,5.4,0.0
Hungary,1,12,26212,49,14,99,7,0.0,730,7504.0,33,5.4,0.0
Hungary,1,12,25478,70,14,98,7,0.0,730,7504.0,33,5.4,0.0
Hungary,1,12,23638,49,12,97,7,0.0,730,7504.0,33,5.4,0.0
Hungary,1,12,12294,46,13,95,7,0.0,730,7504.0,33,5.4,1.3368849296223892e-05
Hungary,1,12,24674,47,14,94,10,0.0,730,7504.0,33,5.4,0.0705615372261899
Hungary,1,12,20266,47,13,93,11,0.0,730,7504.0,33,5.4,1.5927766655441048e-05
Hungary,1,12,18018,48,13,91,11,0.0,730,7504.0,33,5.4,0.0001013270549874
Hungary,1,12,23107,55,15,92,10,0.0,730,7504.0,33,5.4,0.0
